votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips,result
93003,130413,246588,0.3771594725,0.528870018,"37,410",15.17%,AK,Alaska,2290,R
5908,18110,24661,0.2395685495,0.734357893,"12,202",49.48%,AL,Autauga County,1001,R
18409,72780,94090,0.1956530981,0.7735147199,"54,371",57.79%,AL,Baldwin County,1003,R
4848,5431,10390,0.4666025024,0.5227141482,583,5.61%,AL,Barbour County,1005,R
1874,6733,8748,0.2142203932,0.7696616369,"4,859",55.54%,AL,Bibb County,1007,R
2150,22808,25384,0.08469902301,0.898518752,"20,658",81.38%,AL,Blount County,1009,R
3530,1139,4701,0.750904063,0.2422888747,"2,391",50.86%,AL,Bullock County,1011,D
3716,4891,8685,0.4278641336,0.5631548647,"1,175",13.53%,AL,Butler County,1013,R
13197,32803,47376,0.2785587639,0.6923969943,"19,606",41.38%,AL,Calhoun County,1015,R
5763,7803,13778,0.4182755117,0.5663376397,"2,040",14.81%,AL,Chambers County,1017,R
1524,8809,10503,0.1451013996,0.8387127487,"7,285",69.36%,AL,Cherokee County,1019,R
2909,15068,18255,0.1593536018,0.8254176938,"12,159",66.61%,AL,Chilton County,1021,R
3109,4102,7268,0.4277655476,0.5643918547,993,13.66%,AL,Choctaw County,1023,R
5712,7109,12936,0.4415584416,0.5495516388,"1,397",10.80%,AL,Clarke County,1025,R
1234,5230,6572,0.1877662812,0.7958003652,"3,996",60.80%,AL,Clay County,1027,R
684,5738,6532,0.104715248,0.8784445805,"5,054",77.37%,AL,Cleburne County,1029,R
4194,15825,20513,0.204455711,0.7714619997,"11,631",56.70%,AL,Coffee County,1031,R
7296,16718,24626,0.2962722326,0.6788759847,"9,422",38.26%,AL,Colbert County,1033,R
3069,3413,6543,0.4690508941,0.5216261654,344,5.26%,AL,Conecuh County,1035,R
1780,3376,5223,0.3408003063,0.646371817,"1,596",30.56%,AL,Coosa County,1037,R
2379,13222,15818,0.1503982804,0.8358831711,"10,843",68.55%,AL,Covington County,1039,R
1663,4511,6252,0.2659948816,0.7215291107,"2,848",45.55%,AL,Crenshaw County,1041,R
3730,32734,37278,0.100059016,0.8781050486,"29,004",77.80%,AL,Cullman County,1043,R
4408,13798,18617,0.236772842,0.7411505613,"9,390",50.44%,AL,Dale County,1045,R
12826,5784,18730,0.6847837694,0.3088093967,"7,042",37.60%,AL,Dallas County,1047,D
3682,21779,26086,0.1411485088,0.8348922794,"18,097",69.37%,AL,DeKalb County,1049,R
8436,27619,36905,0.2285869123,0.7483809782,"19,183",51.98%,AL,Elmore County,1051,R
4698,10282,15213,0.3088148294,0.6758693223,"5,584",36.71%,AL,Escambia County,1053,R
10350,32132,43474,0.2380733312,0.7391084326,"21,782",50.10%,AL,Etowah County,1055,R
1358,6705,8196,0.1656905808,0.8180819912,"5,347",65.24%,AL,Fayette County,1057,R
2197,9466,11955,0.1837724801,0.7918025931,"7,269",60.80%,AL,Franklin County,1059,R
1522,9967,11659,0.1305429282,0.8548760614,"8,445",72.43%,AL,Geneva County,1061,R
4006,838,4862,0.8239407651,0.1723570547,"3,168",65.16%,AL,Greene County,1063,D
4772,3172,8010,0.5957553059,0.3960049938,"1,600",19.98%,AL,Hale County,1065,D
2286,5623,8017,0.2851440689,0.7013845578,"3,337",41.62%,AL,Henry County,1067,R
10547,30567,42030,0.2509398049,0.7272662384,"20,020",47.63%,AL,Houston County,1069,R
3663,16643,20785,0.1762328602,0.8007216743,"12,980",62.45%,AL,Jackson County,1071,R
151581,130614,290111,0.5224931147,0.4502207776,"20,967",7.23%,AL,Jefferson County,1073,D
1035,5819,6931,0.1493291011,0.8395613909,"4,784",69.02%,AL,Lamar County,1075,R
9877,27735,38813,0.2544765929,0.7145801664,"17,858",46.01%,AL,Lauderdale County,1077,R
3611,10732,14623,0.2469397524,0.7339123299,"7,121",48.70%,AL,Lawrence County,1079,R
20987,34321,57668,0.3639280017,0.5951480891,"13,334",23.12%,AL,Lee County,1081,R
9340,28824,39400,0.2370558376,0.7315736041,"19,484",49.45%,AL,Limestone County,1083,R
4882,1751,6676,0.7312762133,0.2622828041,"3,131",46.90%,AL,Lowndes County,1085,D
7237,1394,8748,0.8272748057,0.1593507087,"5,843",66.79%,AL,Macon County,1087,D
62435,89199,159473,0.3915082804,0.5593360632,"26,764",16.78%,AL,Madison County,1089,R
5607,5224,10948,0.5121483376,0.477164779,383,3.50%,AL,Marengo County,1091,D
1432,11273,12912,0.1109045849,0.8730638166,"9,841",76.22%,AL,Marion County,1093,R
4913,29217,34965,0.1405119405,0.8356070356,"24,304",69.51%,AL,Marshall County,1095,R
68429,91087,163387,0.4188154504,0.5574923342,"22,658",13.87%,AL,Mobile County,1097,R
4310,5771,10185,0.4231713304,0.5666175749,"1,461",14.34%,AL,Monroe County,1099,R
58669,33928,94572,0.6203633211,0.3587531193,"24,741",26.16%,AL,Montgomery County,1101,D
11216,37392,49991,0.2243603849,0.7479746354,"26,176",52.36%,AL,Morgan County,1103,R
3823,1403,5255,0.7274976213,0.2669838249,"2,420",46.05%,AL,Perry County,1105,D
3972,5454,9494,0.4183694965,0.5744680851,"1,482",15.61%,AL,Pickens County,1107,R
5039,7681,13025,0.3868714012,0.5897120921,"2,642",20.28%,AL,Pike County,1109,R
2290,7697,10130,0.2260612043,0.75982231,"5,407",53.38%,AL,Randolph County,1111,R
9577,9210,19136,0.5004703177,0.481291806,367,1.92%,AL,Russell County,1113,D
22927,72846,99208,0.2311003145,0.7342754617,"49,919",50.32%,AL,Shelby County,1117,R
5550,31579,37937,0.1462951736,0.8324063579,"26,029",68.61%,AL,St. Clair County,1115,R
4739,1581,6391,0.7415115005,0.2473791269,"3,158",49.41%,AL,Sumter County,1119,D
12108,20596,33218,0.3645011741,0.6200252875,"8,488",25.55%,AL,Talladega County,1121,R
5271,12967,18504,0.2848573281,0.7007674016,"7,696",41.59%,AL,Tallapoosa County,1123,R
31746,47701,81708,0.3885298869,0.5837984041,"15,955",19.53%,AL,Tuscaloosa County,1125,R
4486,24208,29243,0.1534042335,0.8278220429,"19,722",67.44%,AL,Walker County,1127,R
2366,6031,8492,0.2786151672,0.7101978333,"3,665",43.16%,AL,Washington County,1129,R
4329,1737,6095,0.7102543068,0.2849876948,"2,592",42.53%,AL,Wilcox County,1131,D
871,9225,10255,0.08493417845,0.8995611897,"8,354",81.46%,AL,Winston County,1133,R
1939,3825,6167,0.314415437,0.620236744,"1,886",30.58%,AR,Arkansas County,5001,R
2408,5338,8027,0.299987542,0.6650056061,"2,930",36.50%,AR,Ashley County,5003,R
4163,14655,19572,0.2127018189,0.7487737584,"10,492",53.61%,AR,Baxter County,5005,R
27894,60751,94262,0.2959198829,0.6444908871,"32,857",34.86%,AR,Benton County,5007,R
2925,12225,15912,0.1838235294,0.7682880845,"9,300",58.45%,AR,Boone County,5009,R
1317,2163,3617,0.3641139066,0.5980094001,846,23.39%,AR,Bradley County,5011,R
636,1554,2250,0.2826666667,0.6906666667,918,40.80%,AR,Calhoun County,5013,R
3334,6773,10656,0.3128753754,0.6356043544,"3,439",32.27%,AR,Carroll County,5015,R
2350,1716,4149,0.5664015425,0.413593637,634,15.28%,AR,Chicot County,5017,D
3606,4398,8365,0.4310818888,0.525762104,792,9.47%,AR,Clark County,5019,R
1999,3779,5978,0.3343927735,0.6321512211,"1,780",29.78%,AR,Clay County,5021,R
2101,9454,11968,0.1755514706,0.7899398396,"7,353",61.44%,AR,Cleburne County,5023,R
723,2460,3299,0.2191573204,0.7456805092,"1,737",52.65%,AR,Cleveland County,5025,R
3140,5456,8837,0.355324205,0.6174040964,"2,316",26.21%,AR,Columbia County,5027,R
2655,4844,7837,0.3387775935,0.6180936583,"2,189",27.93%,AR,Conway County,5029,R
10474,22798,34968,0.2995309998,0.6519675132,"12,324",35.24%,AR,Craighead County,5031,R
4476,16655,22155,0.2020311442,0.7517490408,"12,179",54.97%,AR,Crawford County,5033,R
8368,6953,15798,0.5296873022,0.4401190024,"1,415",8.96%,AR,Crittenden County,5035,D
1995,4577,6831,0.2920509442,0.67003367,"2,582",37.80%,AR,Cross County,5037,R
1165,1507,2741,0.4250273623,0.5497993433,342,12.48%,AR,Dallas County,5039,R
2227,1915,4226,0.5269758637,0.4531471841,312,7.38%,AR,Desha County,5041,D
2364,3967,6552,0.3608058608,0.6054639805,"1,603",24.47%,AR,Drew County,5043,R
14525,29170,46364,0.3132818566,0.6291519282,"14,645",31.59%,AR,Faulkner County,5045,R
1376,5034,6698,0.205434458,0.7515676321,"3,658",54.61%,AR,Franklin County,5047,R
1067,3470,4744,0.224915683,0.731450253,"2,403",50.65%,AR,Fulton County,5049,R
12283,26053,40337,0.3045095074,0.6458834321,"13,770",34.14%,AR,Garland County,5051,R
1407,5160,6855,0.2052516411,0.7527352298,"3,753",54.75%,AR,Grant County,5053,R
3056,10698,14422,0.2118984884,0.7417833865,"7,642",52.99%,AR,Greene County,5055,R
2371,4391,6984,0.3394902635,0.628722795,"2,020",28.92%,AR,Hempstead County,5057,R
3137,8153,11815,0.265509945,0.6900550148,"5,016",42.45%,AR,Hot Spring County,5059,R
1350,3155,4634,0.2913249892,0.6808372896,"1,805",38.95%,AR,Howard County,5061,R
2878,9925,13443,0.214089117,0.7383024622,"7,047",52.42%,AR,Independence County,5063,R
1111,4042,5396,0.2058932543,0.7490733877,"2,931",54.32%,AR,Izard County,5065,R
1583,3262,5093,0.3108187709,0.6404869429,"1,679",32.97%,AR,Jackson County,5067,R
15721,9231,25683,0.6121169645,0.3594206284,"6,490",25.27%,AR,Jefferson County,5069,D
2421,6072,8997,0.2690896966,0.6748916305,"3,651",40.58%,AR,Johnson County,5071,R
1028,1750,2835,0.3626102293,0.6172839506,722,25.47%,AR,Lafayette County,5073,R
1263,4064,5629,0.2243737786,0.7219754841,"2,801",49.76%,AR,Lawrence County,5075,R
1735,1229,3004,0.577563249,0.4091211718,506,16.84%,AR,Lee County,5077,D
1252,2455,3814,0.3282642895,0.6436811746,"1,203",31.54%,AR,Lincoln County,5079,R
1397,3604,5192,0.2690677966,0.6941448382,"2,207",42.51%,AR,Little River County,5081,R
1712,5737,7839,0.2183952035,0.7318535527,"4,025",51.35%,AR,Logan County,5083,R
5638,19902,26766,0.2106403646,0.7435552567,"14,264",53.29%,AR,Lonoke County,5085,R
1587,4917,6782,0.2340017694,0.7250073725,"3,330",49.10%,AR,Madison County,5087,R
1377,5077,6718,0.2049717178,0.7557308723,"3,700",55.08%,AR,Marion County,5089,R
4273,11293,16015,0.2668123634,0.7051514205,"7,020",43.83%,AR,Miller County,5091,R
5621,6988,12995,0.4325509811,0.5377452866,"1,367",10.52%,AR,Mississippi County,5093,R
1298,1400,2766,0.4692697035,0.5061460593,102,3.69%,AR,Monroe County,5095,R
735,2573,3445,0.2133526851,0.7468795356,"1,838",53.35%,AR,Montgomery County,5097,R
1156,2001,3233,0.3575626353,0.6189297866,845,26.14%,AR,Nevada County,5099,R
699,2875,3731,0.1873492361,0.7705708925,"2,176",58.32%,AR,Newton County,5101,R
4320,5347,9881,0.4372027123,0.5411395608,"1,027",10.39%,AR,Ouachita County,5103,R
1035,2979,4213,0.24566817,0.7070970805,"1,944",46.14%,AR,Perry County,5105,R
4292,2443,6894,0.622570351,0.3543661155,"1,849",26.82%,AR,Phillips County,5107,D
684,3150,3956,0.1729019211,0.7962588473,"2,466",62.34%,AR,Pike County,5109,R
1878,3149,5283,0.355479841,0.5960628431,"1,271",24.06%,AR,Poinsett County,5111,R
1210,6606,8121,0.148996429,0.8134466199,"5,396",66.45%,AR,Polk County,5113,R
4818,15694,21545,0.223624971,0.7284288698,"10,876",50.48%,AR,Pope County,5115,R
812,2503,3404,0.2385428907,0.7353113984,"1,691",49.68%,AR,Prairie County,5117,R
89377,61182,157728,0.5666527186,0.3878956178,"28,195",17.88%,AR,Pulaski County,5119,D
1425,4508,6313,0.2257246951,0.7140820529,"3,083",48.84%,AR,Randolph County,5121,R
13247,35852,51971,0.2548921514,0.6898462604,"22,605",43.50%,AR,Saline County,5125,R
507,2378,3017,0.1680477295,0.7882001989,"1,871",62.02%,AR,Scott County,5127,R
601,2955,3698,0.1625202812,0.7990805841,"2,354",63.66%,AR,Searcy County,5129,R
12184,28769,43557,0.2797254173,0.6604908511,"16,585",38.08%,AR,Sebastian County,5131,R
1075,3281,4517,0.2379898163,0.7263670578,"2,206",48.84%,AR,Sevier County,5133,R
1472,5405,7190,0.20472879,0.7517385257,"3,933",54.70%,AR,Sharp County,5135,R
4031,3195,7412,0.5438478144,0.4310577442,836,11.28%,AR,St. Francis County,5123,D
1189,4081,5527,0.2151257463,0.7383752488,"2,892",52.32%,AR,Stone County,5137,R
5667,10201,16338,0.3468600808,0.6243726282,"4,534",27.75%,AR,Union County,5139,R
1547,5382,7111,0.2175502742,0.7568555759,"3,835",53.93%,AR,Van Buren County,5141,R
32296,40418,78153,0.4132406945,0.517165048,"8,122",10.39%,AR,Washington County,5143,R
5157,21038,27451,0.1878620087,0.7663837383,"15,881",57.85%,AR,White County,5145,R
1117,1344,2550,0.4380392157,0.5270588235,227,8.90%,AR,Woodruff County,5147,R
1472,4600,6389,0.2303959931,0.7199874785,"3,128",48.96%,AR,Yell County,5149,R
12196,5315,18659,0.6536255962,0.2848491345,"6,881",36.88%,AZ,Apache County,4001,D
15291,25036,43147,0.3543931212,0.5802489165,"9,745",22.59%,AZ,Cochise County,4003,R
25308,16573,44929,0.5632887445,0.3688708852,"8,735",19.44%,AZ,Coconino County,4005,D
6746,13672,21398,0.3152631087,0.6389382185,"6,926",32.37%,AZ,Gila County,4007,R
3301,8025,11939,0.2764888182,0.6721668481,"4,724",39.57%,AZ,Graham County,4009,R
1092,1892,3243,0.3367252544,0.5834104224,800,24.67%,AZ,Greenlee County,4011,R
1318,3381,4931,0.2672885824,0.6856621375,"2,063",41.84%,AZ,La Paz County,4012,R
549040,590465,1201934,0.4567971286,0.4912624154,"41,425",3.45%,AZ,Maricopa County,4013,R
16485,54656,74189,0.2222027524,0.7367129898,"38,171",51.45%,AZ,Mohave County,4015,R
15362,18165,35409,0.4338445028,0.5130051682,"2,803",7.92%,AZ,Navajo County,4017,R
195649,147019,360762,0.5423215305,0.4075235197,"48,630",13.48%,AZ,Pima County,4019,D
35737,53857,93805,0.3809711636,0.5741378391,"18,120",19.32%,AZ,Pinal County,4021,R
10684,3650,14926,0.7157979365,0.2445397293,"7,034",47.13%,AZ,Santa Cruz County,4023,D
29705,58862,92780,0.320165984,0.6344255227,"29,157",31.43%,AZ,Yavapai County,4025,R
18336,20586,40759,0.4498638338,0.5050663657,"2,250",5.52%,AZ,Yuma County,4027,R
486351,91189,613195,0.7931424751,0.1487112582,"395,162",64.44%,CA,Alameda County,6001,D
318,211,575,0.5530434783,0.3669565217,107,18.61%,CA,Alpine County,6003,D
5904,10239,17186,0.3435354358,0.5957756313,"4,335",25.22%,CA,Amador County,6005,R
38676,42193,87847,0.4402654615,0.4803009778,"3,517",4.00%,CA,Butte County,6007,R
7738,13072,22334,0.3464672696,0.5852959613,"5,334",23.88%,CA,Calaveras County,6009,R
2659,3551,6594,0.4032453746,0.5385198665,892,13.53%,CA,Colusa County,6011,R
286658,105819,415972,0.6891281144,0.2543897185,"180,839",43.47%,CA,Contra Costa County,6013,D
3485,5134,9361,0.3722892853,0.5484456789,"1,649",17.62%,CA,Del Norte County,6015,R
35243,47633,89228,0.3949769131,0.5338346707,"12,390",13.89%,CA,El Dorado County,6017,R
123660,113949,250264,0.4941182112,0.4553151872,"9,711",3.88%,CA,Fresno County,6019,D
3065,5788,9379,0.3267939013,0.6171233607,"2,723",29.03%,CA,Glenn County,6021,R
19596,10883,33636,0.5825900821,0.3235521465,"8,713",25.90%,CA,Humboldt County,6023,D
28467,11295,41751,0.6818279802,0.2705324423,"17,172",41.13%,CA,Imperial County,6025,D
3155,4248,7996,0.3945722861,0.5312656328,"1,093",13.67%,CA,Inyo County,6027,R
86481,119164,217725,0.3972028936,0.5473142726,"32,683",15.01%,CA,Kern County,6029,R
12902,17446,32250,0.4000620155,0.5409612403,"4,544",14.09%,CA,Kings County,6031,R
6240,5752,13045,0.4783441932,0.4409352242,488,3.74%,CA,Lake County,6033,D
2224,7574,10422,0.2133947419,0.7267319133,"5,350",51.33%,CA,Lassen County,6035,R
1893770,620285,2652072,0.7140718653,0.2338869382,"1,273,485",48.02%,CA,Los Angeles County,6037,D
13283,19221,34263,0.3876776698,0.560984152,"5,938",17.33%,CA,Madera County,6039,R
86650,17531,109941,0.7881500077,0.1594582549,"69,119",62.87%,CA,Marin County,6041,D
3122,5185,8877,0.3516953926,0.5840937254,"2,063",23.24%,CA,Mariposa County,6043,R
6905,3571,11435,0.6038478356,0.3122868387,"3,334",29.16%,CA,Mendocino County,6045,D
21856,18486,42523,0.5139806693,0.4347294405,"3,370",7.93%,CA,Merced County,6047,D
798,2413,3359,0.2375707056,0.7183685621,"1,615",48.08%,CA,Modoc County,6049,R
2696,2080,5154,0.523088863,0.4035700427,616,11.95%,CA,Mono County,6051,D
64733,26378,96676,0.6695870744,0.272849518,"38,355",39.67%,CA,Monterey County,6053,D
26161,11946,40393,0.6476617236,0.2957443121,"14,215",35.19%,CA,Napa County,6055,D
16199,14686,33258,0.48707078,0.4415779662,"1,513",4.55%,CA,Nevada County,6057,D
556544,472669,1092116,0.5096015442,0.4328010944,"83,875",7.68%,CA,Orange County,6059,D
61969,78977,150532,0.4116666224,0.5246525656,"17,008",11.30%,CA,Placer County,6061,R
3224,5079,8830,0.3651189128,0.575198188,"1,855",21.01%,CA,Plumas County,6063,R
339145,309514,683612,0.4961074411,0.4527626782,"29,631",4.33%,CA,Riverside County,6065,D
273768,163024,467526,0.5855674337,0.3486950458,"110,744",23.69%,CA,Sacramento County,6067,D
10050,6471,17572,0.5719326201,0.3682563169,"3,579",20.37%,CA,San Benito County,6069,D
312517,253962,598783,0.521920295,0.4241302776,"58,555",9.78%,CA,San Bernardino County,6071,D
567243,386807,1011651,0.5607101659,0.3823522144,"180,436",17.84%,CA,San Diego County,6073,D
312443,34493,365295,0.8553169356,0.09442505372,"277,950",76.09%,CA,San Francisco County,6075,D
89791,68316,166647,0.5388095795,0.4099443734,"21,475",12.89%,CA,San Joaquin County,6077,D
63001,52672,124575,0.5057274734,0.4228135661,"10,329",8.29%,CA,San Luis Obispo County,6079,D
219580,53731,287499,0.7637591783,0.1868910848,"165,849",57.69%,CA,San Mateo County,6081,D
100120,53740,164224,0.6096551052,0.3272359704,"46,380",28.24%,CA,Santa Barbara County,6083,D
483472,137452,659148,0.7334801896,0.2085297991,"346,020",52.50%,CA,Santa Clara County,6085,D
85185,20158,113509,0.7504691258,0.1775894422,"65,027",57.29%,CA,Santa Cruz County,6087,D
20471,47587,72554,0.2821484687,0.6558838934,"27,116",37.37%,CA,Shasta County,6089,R
601,1048,1804,0.3331485588,0.5809312639,447,24.78%,CA,Sierra County,6091,R
7106,11212,19836,0.3582375479,0.5652349264,"4,106",20.70%,CA,Siskiyou County,6093,R
97159,49595,156067,0.6225467267,0.3177801842,"47,564",30.48%,CA,Solano County,6095,D
116027,37421,164060,0.7072229672,0.2280933805,"78,606",47.91%,CA,Sonoma County,6097,D
73939,72960,156141,0.4735399415,0.4672699675,979,0.63%,CA,Stanislaus County,6099,D
11831,16780,30429,0.3888067304,0.5514476322,"4,949",16.26%,CA,Sutter County,6101,R
6571,14981,22875,0.2872568306,0.6549071038,"8,410",36.77%,CA,Tehama County,6103,R
1876,2409,4716,0.3977947413,0.5108142494,533,11.30%,CA,Trinity County,6105,R
39099,50488,94571,0.4134354083,0.5338634465,"11,389",12.04%,CA,Tulare County,6107,R
8580,13486,23472,0.3655419223,0.5745569189,"4,906",20.90%,CA,Tuolumne County,6109,R
170489,118764,307881,0.553749663,0.385746441,"51,725",16.80%,CA,Ventura County,6111,D
34460,13178,50623,0.6807182506,0.2603164569,"21,282",42.04%,CA,Yolo County,6113,D
7234,12313,21058,0.3435274005,0.5847183968,"5,079",24.12%,CA,Yuba County,6115,R
86471,73807,175125,0.4937673091,0.4214532477,"12,664",7.23%,CO,Adams County,8001,D
3168,3031,6897,0.4593301435,0.4394664347,137,1.99%,CO,Alamosa County,8003,D
148365,109638,281658,0.5267558528,0.3892593145,"38,727",13.75%,CO,Arapahoe County,8005,D
2489,4234,7290,0.3414266118,0.5807956104,"1,745",23.94%,CO,Archuleta County,8007,R
278,1716,2107,0.1319411486,0.8144280968,"1,438",68.25%,CO,Baca County,8009,R
581,1166,1892,0.3070824524,0.6162790698,585,30.92%,CO,Bent County,8011,R
124715,38766,176735,0.7056610179,0.2193453476,"85,949",48.63%,CO,Boulder County,8013,D
19530,14272,37342,0.5230035885,0.38219699,"5,258",14.08%,CO,Broomfield County,8014,D
4773,5283,10999,0.4339485408,0.4803163924,510,4.64%,CO,Chaffee County,8015,R
127,905,1076,0.1180297398,0.8410780669,778,72.30%,CO,Cheyenne County,8017,R
2585,2426,5532,0.4672812726,0.4385394071,159,2.87%,CO,Clear Creek County,8019,D
1753,1885,3970,0.4415617128,0.4748110831,132,3.32%,CO,Conejos County,8021,R
1109,581,1820,0.6093406593,0.3192307692,528,29.01%,CO,Costilla County,8023,D
336,1069,1511,0.2223692919,0.7074784911,733,48.51%,CO,Crowley County,8025,R
797,2059,3064,0.2601174935,0.671997389,"1,262",41.19%,CO,Custer County,8027,R
4048,11584,16661,0.2429626073,0.695276394,"7,536",45.23%,CO,Delta County,8029,R
174611,43637,232291,0.7516907672,0.1878548889,"130,974",56.38%,CO,Denver County,8031,D
227,936,1230,0.1845528455,0.7609756098,709,57.64%,CO,Dolores County,8033,R
67045,100178,182918,0.3665303579,0.5476661674,"33,133",18.11%,CO,Douglas County,8035,R
12652,8153,22611,0.5595506612,0.3605767105,"4,499",19.90%,CO,Eagle County,8037,D
3056,11536,15689,0.1947861559,0.735292243,"8,480",54.05%,CO,Elbert County,8039,R
105807,176506,313273,0.3377469491,0.5634255107,"70,699",22.57%,CO,El Paso County,8041,R
5275,15066,21880,0.2410877514,0.6885740402,"9,791",44.75%,CO,Fremont County,8043,R
11205,13071,26328,0.4255925251,0.496467639,"1,866",7.09%,CO,Garfield County,8045,R
1634,1564,3574,0.4571908226,0.4376049245,70,1.96%,CO,Gilpin County,8047,D
3319,4467,8513,0.3898743099,0.5247268883,"1,148",13.49%,CO,Grand County,8049,R
5068,3250,9299,0.5450048392,0.3494999462,"1,818",19.55%,CO,Gunnison County,8051,D
197,339,589,0.3344651952,0.5755517827,142,24.11%,CO,Hinsdale County,8053,R
1631,1875,3772,0.4323966066,0.4970837752,244,6.47%,CO,Huerfano County,8055,R
171,628,862,0.1983758701,0.7285382831,457,53.02%,CO,Jackson County,8057,R
151885,130233,309529,0.490697156,0.4207457136,"21,652",7.00%,CO,Jefferson County,8059,D
91,726,853,0.1066822978,0.8511137163,635,74.44%,CO,Kiowa County,8061,R
526,2894,3613,0.1455853861,0.8009964019,"2,368",65.54%,CO,Kit Carson County,8063,R
1600,1264,3175,0.5039370079,0.3981102362,336,10.58%,CO,Lake County,8065,D
15300,12471,30722,0.4980144522,0.4059306035,"2,829",9.21%,CO,La Plata County,8067,D
92170,82624,193897,0.4753554722,0.4261231479,"9,546",4.92%,CO,Larimer County,8069,D
2614,3656,6693,0.3905572987,0.5462423427,"1,042",15.57%,CO,Las Animas County,8071,R
399,1873,2402,0.1661115737,0.7797668609,"1,474",61.37%,CO,Lincoln County,8073,R
1843,7272,9702,0.1899608328,0.7495361781,"5,429",55.96%,CO,Logan County,8075,R
20958,48129,74876,0.2799027726,0.6427827341,"27,171",36.29%,CO,Mesa County,8077,R
237,344,652,0.3634969325,0.527607362,107,16.41%,CO,Mineral County,8079,R
874,5293,6510,0.1342549923,0.8130568356,"4,419",67.88%,CO,Moffat County,8081,R
3920,7771,12706,0.3085156619,0.6116008185,"3,851",30.31%,CO,Montezuma County,8083,R
5438,14303,21070,0.258092074,0.6788324632,"8,865",42.07%,CO,Montrose County,8085,R
3128,8104,11888,0.2631224764,0.6816958277,"4,976",41.86%,CO,Morgan County,8087,R
1719,2988,5038,0.3412068281,0.593092497,"1,269",25.19%,CO,Otero County,8089,R
1690,1337,3287,0.5141466383,0.4067538789,353,10.74%,CO,Ouray County,8091,D
3351,6053,10245,0.3270863836,0.5908247926,"2,702",26.37%,CO,Park County,8093,R
436,1791,2332,0.1869639794,0.7680102916,"1,355",58.10%,CO,Phillips County,8095,R
7239,2522,10387,0.6969288534,0.2428035044,"4,717",45.41%,CO,Pitkin County,8097,D
1173,3508,4978,0.2356368019,0.704700683,"2,335",46.91%,CO,Prowers County,8099,R
27945,27746,60112,0.4648822199,0.4615717328,199,0.33%,CO,Pueblo County,8101,D
433,2782,3436,0.1260186263,0.8096623981,"2,349",68.36%,CO,Rio Blanco County,8103,R
1985,3060,5488,0.3616982507,0.5575801749,"1,075",19.59%,CO,Rio Grande County,8105,R
7487,5149,13772,0.5436392681,0.373874528,"2,338",16.98%,CO,Routt County,8107,D
1345,1109,2707,0.4968599926,0.409678611,236,8.72%,CO,Saguache County,8109,D
